symbol,date,high,low,close,volume,ema50,ema200,rsi,return_1m,return_3m,return_6m,avg_volume_30,volume_expansion
FACT,2026-05-25,895.0,876.25,883.05,127711,,,,,,,,
FEDERALBNK,2026-05-25,292.5,286.8,289.25,9346757,,,,,,,,
FINCABLES,2026-05-25,1108.25,1041.5,1068.9,1331551,,,,,,,,
FIRSTCRY,2026-05-25,237.5,231.73,232.89,768967,,,,,,,,
FIVESTAR,2026-05-25,458.0,445.8,456.1,428491,,,,,,,,
FLUOROCHEM,2026-05-25,3874.9,3806.2,3832.4,61989,,,,,,,,
FORCEMOT,2026-05-25,20850.0,20078.0,20214.0,144409,,,,,,,,
FORTIS,2026-05-25,984.4,963.1,970.35,1795872,,,,,,,,
FSL,2026-05-25,282.05,266.02,280.29,5975700,,,,,,,,
GABRIEL,2026-05-25,1144.5,1121.6,1127.0,223039,,,,,,,,
GAIL,2026-05-25,170.7,162.7,168.67,36426464,,,,,,,,
GALLANTT,2026-05-25,714.9,696.05,699.5,188033,,,,,,,,
GESHIP,2026-05-25,1708.0,1630.6,1648.6,953112,,,,,,,,
GICRE,2026-05-25,395.0,382.15,391.4,297361,,,,,,,,
GILLETTE,2026-05-25,7900.0,7784.0,7807.5,20033,,,,,,,,
GLAND,2026-05-25,2396.0,2321.1,2333.8,506198,,,,,,,,
GLAXO,2026-05-25,2341.0,2297.0,2300.1,111490,,,,,,,,
GLENMARK,2026-05-25,2363.4,2268.1,2337.0,809409,,,,,,,,
GMDCLTD,2026-05-25,664.95,652.1,655.55,1012049,,,,,,,,
GMRAIRPORT,2026-05-25,97.36,96.25,96.9,6664583,,,,,,,,
GODFRYPHLP,2026-05-25,2344.0,2307.0,2320.6,348976,,,,,,,,
GODIGIT,2026-05-25,310.35,304.85,306.5,273409,,,,,,,,
GODREJCP,2026-05-25,1042.8,1012.3,1020.4,3432340,,,,,,,,
GODREJIND,2026-05-25,1169.95,1131.8,1160.6,112631,,,,,,,,
GODREJPROP,2026-05-25,1770.5,1750.0,1767.3,352723,,,,,,,,
GPIL,2026-05-25,296.3,283.35,285.05,3008339,,,,,,,,
GRANULES,2026-05-25,763.3,753.05,758.4,415814,,,,,,,,
GRAPHITE,2026-05-25,759.5,743.1,748.45,754482,,,,,,,,
GRASIM,2026-05-25,3192.3,3128.1,3171.6,620009,,,,,,,,
GRAVITA,2026-05-25,1683.0,1641.9,1658.0,129285,,,,,,,,
GROWW,2026-05-25,191.95,188.71,189.47,17326454,,,,,,,,
GRSE,2026-05-25,2751.9,2665.0,2675.7,922534,,,,,,,,
GVT&D,2026-05-25,4945.9,4730.6,4774.7,516843,,,,,,,,
HAL,2026-05-25,4437.9,4385.4,4425.9,1063255,,,,,,,,
HAVELLS,2026-05-25,1214.8,1200.8,1203.8,375805,,,,,,,,
HBLENGINE,2026-05-25,784.0,738.15,758.7,4352760,,,,,,,,
HCLTECH,2026-05-25,1178.0,1162.1,1165.7,1419803,,,,,,,,
HDBFS,2026-05-25,671.8,657.95,669.6,364869,,,,,,,,
HDFCAMC,2026-05-25,2809.8,2753.0,2758.1,767309,,,,,,,,
HDFCBANK,2026-05-25,787.85,775.2,786.85,26043952,,,,,,,,
HDFCLIFE,2026-05-25,622.9,616.5,620.0,1723876,,,,,,,,
HEG,2026-05-25,599.35,581.35,584.55,979417,,,,,,,,
HEROMOTOCO,2026-05-25,5065.5,4948.0,4979.0,445788,,,,,,,,
HEXT,2026-05-25,519.0,502.1,506.15,277501,,,,,,,,
HFCL,2026-05-25,163.03,155.0,162.84,106724688,,,,,,,,
HINDALCO,2026-05-25,1119.8,1081.2,1099.6,7677225,,,,,,,,
HINDCOPPER,2026-05-25,555.0,542.1,545.55,4086314,,,,,,,,
HINDPETRO,2026-05-25,412.55,402.2,403.35,10214359,,,,,,,,
HINDUNILVR,2026-05-25,2238.1,2192.9,2196.5,780722,,,,,,,,
HINDZINC,2026-05-25,642.4,633.2,634.5,3122036,,,,,,,,
HOMEFIRST,2026-05-25,1101.8,1064.5,1080.1,176367,,,,,,,,
HONASA,2026-05-25,393.95,381.85,391.25,7064531,,,,,,,,
HONAUT,2026-05-25,35540.0,34000.0,34405.0,21296,,,,,,,,
HSCL,2026-05-25,597.0,578.05,593.25,6111518,,,,,,,,
HUDCO,2026-05-25,210.0,206.4,207.53,1824309,,,,,,,,
HYUNDAI,2026-05-25,1905.0,1859.0,1880.9,1407989,,,,,,,,
ICICIAMC,2026-05-25,3364.0,3260.0,3344.2,432773,,,,,,,,
ICICIBANK,2026-05-25,1293.5,1270.9,1291.8,13853923,,,,,,,,
ICICIGI,2026-05-25,1860.8,1832.4,1854.3,388195,,,,,,,,
ICICIPRULI,2026-05-25,528.85,522.6,526.7,1019989,,,,,,,,
IDBI,2026-05-25,73.57,72.85,73.04,4134677,,,,,,,,
IDEA,2026-05-25,14.09,13.79,14.04,781993776,,,,,,,,
IDFCFIRSTB,2026-05-25,69.95,69.04,69.46,26724761,,,,,,,,
IEX,2026-05-25,129.69,127.25,127.58,2818769,,,,,,,,
IFCI,2026-05-25,63.14,61.5,61.75,11763160,,,,,,,,
IGIL,2026-05-25,385.0,372.1,373.9,764133,,,,,,,,
IGL,2026-05-25,162.3,157.11,160.48,3617104,,,,,,,,
IIFL,2026-05-25,488.05,464.8,481.9,3797994,,,,,,,,
IKS,2026-05-25,1665.0,1605.1,1647.4,210529,,,,,,,,
INDGN,2026-05-25,525.65,509.05,516.6,177864,,,,,,,,
INDHOTEL,2026-05-25,666.45,654.25,663.55,1738393,,,,,,,,
INDIACEM,2026-05-25,409.65,399.1,403.5,144492,,,,,,,,
INDIAMART,2026-05-25,2039.8,2023.1,2029.3,62754,,,,,,,,
INDIANB,2026-05-25,849.9,835.0,840.15,2632041,,,,,,,,
INDIGO,2026-05-25,4538.0,4438.7,4501.9,2493013,,,,,,,,
INDUSINDBK,2026-05-25,933.5,920.15,926.1,1193834,,,,,,,,
INDUSTOWER,2026-05-25,442.0,430.05,438.85,4332999,,,,,,,,
INFY,2026-05-25,1185.0,1166.1,1168.5,5856136,,,,,,,,
INOXWIND,2026-05-25,98.37,95.63,97.04,9757031,,,,,,,,
INTELLECT,2026-05-25,726.35,700.0,713.3,350927,,,,,,,,
IOB,2026-05-25,34.0,33.62,33.79,3843907,,,,,,,,
IOC,2026-05-25,145.3,143.15,143.95,24525241,,,,,,,,
IPCALAB,2026-05-25,1617.8,1565.2,1571.0,109349,,,,,,,,
IRB,2026-05-25,22.43,21.52,21.62,24613158,,,,,,,,
IRCON,2026-05-25,143.6,141.57,142.58,2226524,,,,,,,,
IRCTC,2026-05-25,540.2,533.55,537.85,814819,,,,,,,,
IREDA,2026-05-25,132.39,129.25,129.77,7175829,,,,,,,,
IRFC,2026-05-25,101.08,98.99,100.45,13515986,,,,,,,,
ITC,2026-05-25,305.5,302.35,303.95,15734247,,,,,,,,
ITCHOTELS,2026-05-25,157.39,155.5,156.22,2482791,,,,,,,,
ITI,2026-05-25,295.75,290.0,290.75,491161,,,,,,,,
J&KBANK,2026-05-25,142.77,139.84,140.78,2776408,,,,,,,,
JAINREC,2026-05-25,394.5,382.1,392.2,2089919,,,,,,,,
JBCHEPHARM,2026-05-25,2285.3,2200.0,2228.4,485276,,,,,,,,
JBMA,2026-05-25,646.2,636.0,637.9,267878,,,,,,,,
JINDALSAW,2026-05-25,231.3,222.3,225.94,1683198,,,,,,,,
JINDALSTEL,2026-05-25,1224.4,1209.1,1212.3,323348,,,,,,,,
JIOFIN,2026-05-25,243.65,240.2,241.74,9813693,,,,,,,,
JKCEMENT,2026-05-25,5579.5,5406.0,5441.5,82200,,,,,,,,
JKTYRE,2026-05-25,388.6,373.1,386.45,2704561,,,,,,,,
JMFINANCIL,2026-05-25,133.15,129.45,132.35,1965233,,,,,,,,
JPPOWER,2026-05-25,19.42,18.79,18.88,115033020,,,,,,,,
JSL,2026-05-25,743.55,729.0,731.9,422483,,,,,,,,
JSWCEMENT,2026-05-25,141.9,133.2,134.77,32295241,,,,,,,,
JSWDULUX,2026-05-25,2980.0,2900.0,2937.6,15598,,,,,,,,
JSWENERGY,2026-05-25,559.5,551.65,557.05,2566491,,,,,,,,
JSWINFRA,2026-05-25,281.75,276.55,277.65,1574575,,,,,,,,
JSWSTEEL,2026-05-25,1297.4,1284.0,1289.4,922291,,,,,,,,
JUBLFOOD,2026-05-25,446.25,436.1,438.75,5413480,,,,,,,,
JUBLINGREA,2026-05-25,735.0,719.8,731.8,123994,,,,,,,,
JUBLPHARMA,2026-05-25,1014.9,955.25,1007.25,373034,,,,,,,,
JWL,2026-05-25,303.9,280.0,296.3,15773314,,,,,,,,
JYOTICNC,2026-05-25,683.4,669.4,670.7,788985,,,,,,,,
KAJARIACER,2026-05-25,1075.8,1066.1,1070.0,439337,,,,,,,,
KALYANKJIL,2026-05-25,360.25,355.3,357.85,3657122,,,,,,,,
KARURVYSYA,2026-05-25,294.2,290.75,292.0,1115224,,,,,,,,
KAYNES,2026-05-25,3410.0,3301.0,3400.4,1421568,,,,,,,,
KEC,2026-05-25,509.0,490.0,507.55,2242729,,,,,,,,
KEI,2026-05-25,5345.0,5264.0,5281.5,239111,,,,,,,,
KFINTECH,2026-05-25,837.2,821.0,829.4,1252239,,,,,,,,
KIMS,2026-05-25,769.95,744.05,756.8,233184,,,,,,,,
KIRLOSENG,2026-05-25,1737.9,1656.3,1702.8,384673,,,,,,,,
KOTAKBANK,2026-05-25,395.15,387.25,392.85,15571552,,,,,,,,
KPIL,2026-05-25,1283.8,1259.5,1273.0,91804,,,,,,,,
KPITTECH,2026-05-25,772.65,753.95,756.6,1495776,,,,,,,,
KPRMILL,2026-05-25,963.0,937.05,950.45,144424,,,,,,,,
LALPATHLAB,2026-05-25,1651.5,1588.0,1614.9,197958,,,,,,,,
LATENTVIEW,2026-05-25,331.75,320.45,322.05,521673,,,,,,,,
LAURUSLABS,2026-05-25,1363.9,1340.0,1356.3,1632496,,,,,,,,
LEMONTREE,2026-05-25,118.31,114.1,116.76,3329696,,,,,,,,
LENSKART,2026-05-25,518.7,500.3,503.75,4317635,,,,,,,,
LGEINDIA,2026-05-25,1548.9,1499.4,1534.4,679543,,,,,,,,
LICHSGFIN,2026-05-25,546.25,538.9,543.45,1091350,,,,,,,,
LICI,2026-05-25,846.5,821.45,837.35,4946135,,,,,,,,
LINDEINDIA,2026-05-25,7428.0,7239.5,7255.0,18858,,,,,,,,
LLOYDSME,2026-05-25,1808.4,1747.6,1801.4,943695,,,,,,,,
LODHA,2026-05-25,909.85,897.05,906.85,1152800,,,,,,,,
LT,2026-05-25,4038.4,3961.5,4033.4,2099927,,,,,,,,
LTF,2026-05-25,280.8,272.5,279.35,4498651,,,,,,,,
LTFOODS,2026-05-25,407.65,399.0,405.35,197627,,,,,,,,
LTM,2026-05-25,4008.9,3901.0,3991.6,541005,,,,,,,,
LTTS,2026-05-25,3582.4,3435.0,3546.2,113653,,,,,,,,
LUPIN,2026-05-25,2294.0,2269.8,2287.2,773725,,,,,,,,
M&M,2026-05-25,3173.7,3111.4,3139.0,2423710,,,,,,,,
M&MFIN,2026-05-25,313.6,302.0,308.55,2930179,,,,,,,,
MAHABANK,2026-05-25,82.2,80.71,81.17,11362497,,,,,,,,
MANAPPURAM,2026-05-25,334.0,325.0,325.65,3098869,,,,,,,,
MANKIND,2026-05-25,2510.0,2439.7,2457.5,645837,,,,,,,,
MAPMYINDIA,2026-05-25,883.0,862.0,865.95,193921,,,,,,,,
MARICO,2026-05-25,834.0,812.0,823.35,1118732,,,,,,,,
MARUTI,2026-05-25,13236.0,13101.0,13170.0,276553,,,,,,,,
MAXHEALTH,2026-05-25,1029.45,994.0,1000.85,3847234,,,,,,,,
MAZDOCK,2026-05-25,2503.9,2460.7,2470.2,810730,,,,,,,,
MCX,2026-05-25,3345.0,3240.0,3313.9,2400665,,,,,,,,
MEDANTA,2026-05-25,1266.5,1236.6,1249.3,128101,,,,,,,,
MEESHO,2026-05-25,201.8,195.0,196.32,10708749,,,,,,,,
MFSL,2026-05-25,1735.4,1671.3,1726.8,509868,,,,,,,,
MGL,2026-05-25,1084.5,1057.5,1074.9,182335,,,,,,,,
MINDACORP,2026-05-25,603.75,577.0,585.35,2597068,,,,,,,,
MMTC,2026-05-25,65.67,64.57,64.86,1797317,,,,,,,,
MOTHERSON,2026-05-25,138.75,135.11,135.91,15957403,,,,,,,,
MOTILALOFS,2026-05-25,873.6,851.0,870.3,768532,,,,,,,,
MPHASIS,2026-05-25,2270.0,2225.0,2244.0,190879,,,,,,,,
MRF,2026-05-25,129390.0,127175.0,128655.0,6716,,,,,,,,
MRPL,2026-05-25,153.59,150.9,151.84,3291635,,,,,,,,
MSUMI,2026-05-25,40.72,39.25,39.32,6636708,,,,,,,,
MUTHOOTFIN,2026-05-25,3375.9,3316.7,3354.4,578727,,,,,,,,
NAM-INDIA,2026-05-25,1105.0,1090.5,1100.1,555837,,,,,,,,
NATCOPHARM,2026-05-25,1178.0,1152.3,1173.0,243692,,,,,,,,
