SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,20-Aug-2025,1078.90,1074.90,1108.30,1070.00,1101.00,1102.90,1092.33,1046821,11434.78,44222,677659,64.73
3MINDIA,EQ,20-Aug-2025,31160.00,31170.00,31560.00,30830.00,30945.00,30905.00,31120.62,7302,2272.43,4339,4209,57.64
AADHARHFC,EQ,20-Aug-2025,502.45,504.95,518.65,500.60,515.00,515.50,512.43,690420,3537.89,15754,341620,49.48
AARTIIND,EQ,20-Aug-2025,389.45,390.00,395.75,385.85,394.05,393.90,392.11,776052,3043.01,22560,374492,48.26
AAVAS,EQ,20-Aug-2025,1683.00,1690.10,1723.30,1676.50,1684.00,1682.20,1700.21,216960,3688.78,13491,152177,70.14
ABB,EQ,20-Aug-2025,5068.00,5084.00,5140.50,5070.00,5120.00,5121.50,5120.52,312054,15978.78,33587,120609,38.65
ABBOTINDIA,EQ,20-Aug-2025,33065.00,33185.00,33185.00,32405.00,32600.00,32595.00,32699.73,9480,3099.93,4074,7089,74.78
ABCAPITAL,EQ,20-Aug-2025,287.35,287.60,288.00,283.00,283.00,283.45,285.56,2223764,6350.17,30524,949060,42.68
ABDL,EQ,20-Aug-2025,527.30,533.00,539.35,520.05,522.00,522.40,530.08,522909,2771.82,18336,225949,43.21
ABFRL,EQ,20-Aug-2025,77.18,77.49,77.49,76.08,76.40,76.26,76.55,3973336,3041.45,18817,1899218,47.80
ABLBL,EQ,20-Aug-2025,142.80,142.90,143.52,140.10,140.50,140.80,141.04,605433,853.91,13339,292549,48.32
ABREL,EQ,20-Aug-2025,1854.60,1868.50,1868.50,1792.70,1810.00,1804.50,1809.74,262220,4745.49,24887,132337,50.47
ABSLAMC,EQ,20-Aug-2025,895.80,903.90,908.00,882.00,889.00,886.20,891.21,400609,3570.29,19688,178928,44.66
ACC,EQ,20-Aug-2025,1859.50,1870.00,1871.00,1848.00,1864.90,1863.10,1861.93,145345,2706.22,12022,73176,50.35
ACE,EQ,20-Aug-2025,999.00,1005.00,1017.00,996.20,998.80,999.80,1005.95,408047,4104.74,27993,231752,56.80
ACMESOLAR,EQ,20-Aug-2025,284.00,283.95,296.00,282.70,290.85,290.50,290.75,1974586,5741.20,33189,786100,39.81
ACUTAAS,EQ,20-Aug-2025,1396.30,1395.00,1410.90,1364.00,1400.90,1398.90,1389.19,412453,5729.74,33415,202514,49.10
ADANIENSOL,EQ,20-Aug-2025,828.20,828.20,831.65,822.20,824.70,824.20,825.96,381123,3147.91,12990,137691,36.13
ADANIENT,EQ,20-Aug-2025,2388.40,2380.00,2406.00,2372.10,2391.00,2387.10,2389.93,780025,18642.09,34030,320256,41.06
ADANIGREEN,EQ,20-Aug-2025,973.40,969.00,984.00,967.95,977.20,975.95,977.03,1584174,15477.90,45740,461524,29.13
ADANIPORTS,EQ,20-Aug-2025,1369.40,1369.40,1374.60,1358.00,1372.00,1370.60,1368.30,1594619,21819.19,52389,807440,50.64
ADANIPOWER,EQ,20-Aug-2025,606.00,603.95,607.35,595.10,598.60,599.95,602.02,1401803,8439.10,25219,600472,42.84
AEGISLOG,EQ,20-Aug-2025,697.50,698.95,742.00,696.05,737.80,737.40,730.23,1192102,8705.07,49389,268775,22.55
AEGISVOPAK,EQ,20-Aug-2025,251.62,251.10,254.73,246.50,252.07,253.15,251.18,388175,975.03,13573,199678,51.44
AFCONS,EQ,20-Aug-2025,435.10,435.35,436.80,427.15,430.00,428.85,430.44,351457,1512.82,11567,205388,58.44
AFFLE,EQ,20-Aug-2025,1958.30,1948.00,1961.40,1937.50,1945.00,1948.90,1951.51,130233,2541.51,22806,73583,56.50
AIAENG,EQ,20-Aug-2025,3127.40,3135.50,3147.90,3085.50,3104.90,3096.50,3109.20,37829,1176.18,6447,27547,72.82
AIIL,EQ,20-Aug-2025,2909.80,2899.90,2968.00,2829.00,2853.90,2860.60,2908.99,240547,6997.48,34307,99591,41.40
AJANTPHARM,EQ,20-Aug-2025,2703.30,2700.00,2717.40,2655.80,2679.70,2683.70,2683.02,53958,1447.70,13863,26248,48.65
ALKEM,EQ,20-Aug-2025,5392.00,5400.00,5425.00,5369.50,5384.00,5393.00,5398.88,139958,7556.17,20937,81146,57.98
AMBER,EQ,20-Aug-2025,7368.50,7405.00,7465.00,7304.00,7375.00,7362.00,7389.59,267647,19778.02,37169,88415,33.03
AMBUJACEM,EQ,20-Aug-2025,592.40,593.45,594.10,589.25,591.90,591.90,591.28,1086467,6424.03,15473,740855,68.19
ANANDRATHI,EQ,20-Aug-2025,2822.80,2820.60,2844.00,2785.20,2793.60,2796.40,2807.21,95152,2671.12,12183,48063,50.51
ANANTRAJ,EQ,20-Aug-2025,542.25,542.30,545.65,537.30,539.30,538.45,540.47,575998,3113.09,17292,267750,46.48
ANGELONE,EQ,20-Aug-2025,2677.80,2681.60,2727.50,2647.10,2714.90,2720.80,2694.89,658250,17739.09,43061,178818,27.17
ANTHEM,EQ,20-Aug-2025,818.25,818.00,857.30,812.35,842.00,840.90,843.22,2593213,21866.38,86813,752851,29.03
ANURAS,EQ,20-Aug-2025,1138.10,1148.90,1163.00,1139.60,1149.70,1148.30,1147.35,415232,4764.16,6033,124390,29.96
APARINDS,EQ,20-Aug-2025,8428.50,8429.00,8525.00,8330.00,8334.00,8353.50,8417.90,162796,13704.00,17591,127119,78.08
APLAPOLLO,EQ,20-Aug-2025,1626.30,1624.20,1642.60,1615.00,1629.00,1628.30,1628.08,353767,5759.60,18293,206037,58.24
APOLLOHOSP,EQ,20-Aug-2025,7823.50,7830.00,7918.00,7812.50,7876.00,7883.00,7884.67,452843,35705.18,52987,302456,66.79
APOLLOTYRE,EQ,20-Aug-2025,466.30,467.00,469.70,462.00,467.30,467.30,466.67,606469,2830.19,19522,264254,43.57
APTUS,EQ,20-Aug-2025,355.15,354.80,357.60,352.50,355.20,354.90,355.12,427143,1516.89,25126,210343,49.24
ARE&M,EQ,20-Aug-2025,990.50,989.10,1010.00,983.25,986.15,988.20,995.44,807277,8035.94,33556,335587,41.57
ASAHIINDIA,EQ,20-Aug-2025,872.35,871.95,875.15,864.10,870.50,873.55,872.09,159745,1393.12,10392,87503,54.78
ASHOKLEY,EQ,20-Aug-2025,133.28,134.30,134.31,132.20,133.10,133.10,133.16,20564141,27382.23,89668,9781629,47.57
ASIANPAINT,EQ,20-Aug-2025,2579.40,2578.00,2579.30,2563.40,2570.50,2570.10,2571.05,308028,7919.56,36979,197939,64.26
ASTERDM,EQ,20-Aug-2025,618.45,622.00,622.85,610.60,613.25,614.55,615.95,344182,2119.99,25611,168461,48.95
ASTRAL,EQ,20-Aug-2025,1366.10,1377.00,1398.00,1369.10,1390.50,1393.80,1385.17,1512987,20957.50,55333,712212,47.07
ATGL,EQ,20-Aug-2025,628.75,625.10,635.00,625.10,629.80,630.40,630.68,555892,3505.92,16669,209840,37.75
ATHERENERG,EQ,20-Aug-2025,435.95,436.05,436.05,412.85,416.10,416.65,419.04,1578507,6614.54,44953,562032,35.61
ATUL,EQ,20-Aug-2025,6420.00,6465.00,6465.00,6359.50,6407.00,6402.50,6382.70,40711,2598.46,8005,30045,73.80
AUBANK,EQ,20-Aug-2025,758.50,758.50,761.00,745.30,759.90,759.15,756.08,1188698,8987.50,35816,680019,57.21
AUROPHARMA,EQ,20-Aug-2025,1089.70,1070.00,1078.00,1039.00,1046.10,1046.40,1052.55,4610136,48523.84,108238,2219559,48.15
AWL,EQ,20-Aug-2025,259.55,260.00,263.05,258.05,262.00,260.95,260.92,686658,1791.63,15413,329812,48.03
AXISBANK,EQ,20-Aug-2025,1083.20,1081.00,1083.70,1077.80,1082.50,1080.20,1080.38,3034728,32786.74,137110,2098341,69.14
BAJAJ-AUTO,EQ,20-Aug-2025,8795.50,8794.50,8872.50,8763.50,8821.00,8827.50,8825.17,490202,43261.14,62670,234280,47.79
BAJAJFINSV,EQ,20-Aug-2025,1972.20,1972.80,1976.50,1949.20,1959.00,1958.50,1955.00,1461680,28575.78,35362,1006457,68.86
BAJAJHFL,EQ,20-Aug-2025,114.16,114.15,114.73,113.70,114.35,114.28,114.25,2588487,2957.38,21587,1305565,50.44
BAJAJHLDNG,EQ,20-Aug-2025,13785.00,13853.00,13874.00,13405.00,13668.00,13642.00,13614.11,111820,15223.29,26302,37286,33.34
BAJFINANCE,EQ,20-Aug-2025,902.30,900.55,902.00,886.05,887.70,887.80,888.95,5561646,49440.06,130954,3554919,63.92
BALKRISIND,EQ,20-Aug-2025,2425.60,2443.00,2447.00,2411.30,2426.00,2421.10,2427.03,40830,990.96,7015,21146,51.79
BALRAMCHIN,EQ,20-Aug-2025,572.75,574.80,586.00,571.05,583.00,583.75,580.73,152608,886.24,8251,54646,35.81
BANDHANBNK,EQ,20-Aug-2025,174.01,173.10,175.74,172.29,174.40,174.28,174.32,5351150,9328.33,24377,2704121,50.53
BANKBARODA,EQ,20-Aug-2025,247.05,247.10,248.50,244.55,244.81,244.88,246.00,7335347,18044.88,59486,4113614,56.08
BANKINDIA,EQ,20-Aug-2025,116.49,116.49,117.31,115.90,116.40,116.33,116.67,2600256,3033.69,16409,1178705,45.33
BATAINDIA,EQ,20-Aug-2025,1141.80,1150.00,1150.20,1125.60,1127.70,1131.00,1132.68,96706,1095.37,7967,33848,35.00
BAYERCROP,EQ,20-Aug-2025,5564.00,5598.00,5620.00,5558.50,5575.00,5582.50,5589.35,12879,719.85,5242,6507,50.52
BBTC,EQ,20-Aug-2025,1862.20,1876.90,1876.90,1850.10,1863.20,1866.20,1863.60,29892,557.07,5420,17453,58.39
BDL,EQ,20-Aug-2025,1549.10,1560.10,1570.00,1526.10,1528.90,1529.50,1540.97,1482051,22837.94,49675,447976,30.23
BEL,EQ,20-Aug-2025,380.05,383.90,384.30,371.10,371.80,371.85,374.91,20289349,76067.57,207434,10111169,49.83
BELRISE,EQ,20-Aug-2025,154.47,156.00,156.78,146.20,148.29,148.27,149.74,25525612,38222.86,103040,9649381,37.80
BEML,EQ,20-Aug-2025,4120.90,4120.90,4170.00,4081.00,4089.00,4090.20,4130.07,169904,7017.16,19490,50305,29.61
BERGEPAINT,EQ,20-Aug-2025,547.10,547.10,551.45,541.00,543.15,543.50,545.25,296943,1619.09,22051,167387,56.37
BHARATFORG,EQ,20-Aug-2025,1188.50,1194.40,1194.40,1157.00,1159.50,1158.90,1168.11,598367,6989.57,74318,311532,52.06
BHARTIARTL,EQ,20-Aug-2025,1909.70,1937.00,1952.00,1926.00,1930.00,1928.40,1935.01,6962619,134727.16,158774,4621119,66.37
BHARTIHEXA,EQ,20-Aug-2025,1767.80,1773.00,1787.00,1755.60,1776.80,1772.90,1773.76,112594,1997.14,14760,49503,43.97
BHEL,EQ,20-Aug-2025,219.70,219.70,221.55,219.10,220.69,220.67,220.51,3150685,6947.47,26494,847585,26.90
BIKAJI,EQ,20-Aug-2025,772.45,773.95,803.80,772.45,794.00,797.40,796.57,1247712,9938.92,46948,834280,66.86
BIOCON,EQ,20-Aug-2025,363.85,363.85,365.05,358.30,359.95,359.45,360.25,998355,3596.55,21190,303659,30.42
BLS,EQ,20-Aug-2025,372.70,372.75,376.45,369.00,369.50,369.60,372.17,1100999,4097.58,21967,561332,50.98
BLUEDART,EQ,20-Aug-2025,5849.00,5900.00,5904.50,5822.00,5839.50,5840.00,5857.43,12283,719.47,2797,7067,57.53
BLUEJET,EQ,20-Aug-2025,781.60,789.00,789.00,775.00,776.45,776.75,781.82,156186,1221.09,4905,91420,58.53
BLUESTARCO,EQ,20-Aug-2025,1928.80,1928.00,1983.60,1922.10,1928.00,1927.40,1951.91,741947,14482.11,54024,246630,33.24
BOSCHLTD,EQ,20-Aug-2025,39860.00,39920.00,40280.00,39830.00,39910.00,39935.00,40004.64,18625,7450.86,7843,6994,37.55
BPCL,EQ,20-Aug-2025,321.45,320.00,322.50,319.00,319.80,319.95,320.75,3670375,11772.87,76671,2099387,57.20
BRIGADE,EQ,20-Aug-2025,955.70,962.40,963.10,955.00,955.20,956.30,958.56,93637,897.57,10362,42835,45.75
BRITANNIA,EQ,20-Aug-2025,5499.00,5482.00,5734.50,5475.50,5712.00,5701.00,5641.07,453573,25586.39,54955,200647,44.24
BSE,EQ,20-Aug-2025,2491.50,2505.00,2533.00,2485.10,2522.00,2523.00,2515.42,2674274,67269.23,104047,813034,30.40
BSOFT,EQ,20-Aug-2025,372.15,372.10,384.90,371.10,383.35,383.65,379.04,1188740,4505.85,30085,439730,36.99
CAMS,EQ,20-Aug-2025,3835.80,3840.90,3859.70,3815.40,3842.00,3841.80,3837.85,180894,6942.45,18975,77013,42.57
CANBK,EQ,20-Aug-2025,111.67,112.00,112.71,111.70,112.30,112.28,112.21,14596666,16378.22,71859,7235417,49.57
CANFINHOME,EQ,20-Aug-2025,768.10,768.10,783.85,765.80,780.10,780.10,779.56,988760,7707.95,7613,920508,93.10
CAPLIPOINT,EQ,20-Aug-2025,2136.30,2151.20,2155.00,2112.80,2122.70,2120.90,2124.07,42299,898.46,6453,21506,50.84
CARBORUNIV,EQ,20-Aug-2025,870.05,870.05,1018.00,870.05,982.50,990.25,959.55,4787771,45941.03,156919,631538,13.19
CARTRADE,EQ,20-Aug-2025,2464.00,2459.60,2502.00,2420.00,2429.10,2435.00,2454.05,383083,9401.05,25989,253134,66.08
CASTROLIND,EQ,20-Aug-2025,206.75,206.95,209.74,206.37,208.30,208.87,208.02,1248427,2597.00,28670,560841,44.92
CCL,EQ,20-Aug-2025,920.50,930.00,930.90,894.30,899.50,901.20,907.75,139307,1264.56,16089,64462,46.27
CDSL,EQ,20-Aug-2025,1581.70,1581.70,1587.50,1572.40,1585.00,1583.60,1580.14,1008227,15931.43,34926,379713,37.66
CEATLTD,EQ,20-Aug-2025,3211.70,3240.00,3240.00,3190.30,3197.90,3197.10,3207.22,46449,1489.72,7461,19797,42.62
CENTRALBK,EQ,20-Aug-2025,36.64,36.64,37.08,36.51,36.58,36.57,36.68,4312833,1582.14,16686,2146433,49.77
CESC,EQ,20-Aug-2025,164.63,164.63,164.95,163.15,163.79,163.43,164.02,1194347,1959.01,12971,589239,49.34
CGCL,EQ,20-Aug-2025,188.08,188.50,194.70,188.50,189.50,189.76,191.66,4742524,9089.48,42059,1386485,29.24
CGPOWER,EQ,20-Aug-2025,676.80,679.60,681.40,673.10,674.25,674.25,677.42,1374929,9314.09,39608,771854,56.14
CHALET,EQ,20-Aug-2025,956.40,955.00,1020.50,955.00,999.90,998.00,999.96,1537940,15378.80,76186,374227,24.33
CHAMBLFERT,EQ,20-Aug-2025,549.85,551.10,568.00,545.30,562.05,562.95,561.81,2109767,11852.91,48313,826649,39.18
CHENNPETRO,EQ,20-Aug-2025,656.15,660.00,676.40,655.00,659.70,659.45,664.84,1191337,7920.50,35787,432573,36.31
CHOICEIN,EQ,20-Aug-2025,819.10,819.50,824.80,793.50,795.00,796.95,807.52,330073,2665.41,16204,158407,47.99
CHOLAFIN,EQ,20-Aug-2025,1527.90,1527.80,1536.30,1508.50,1524.50,1522.90,1525.45,1272429,19410.21,44962,926284,72.80
CHOLAHLDNG,EQ,20-Aug-2025,1848.20,1850.00,1866.30,1822.30,1862.00,1861.60,1852.68,81845,1516.32,14290,40717,49.75
CIEINDIA,EQ,20-Aug-2025,404.65,403.70,407.45,399.20,403.30,403.15,402.68,73727,296.88,8266,48470,65.74
CIPLA,EQ,20-Aug-2025,1548.90,1539.20,1556.90,1533.40,1544.50,1546.10,1546.00,936556,14479.11,48078,439291,46.90
CLEAN,EQ,20-Aug-2025,1189.90,1200.00,1211.00,1179.00,1180.00,1180.80,1190.30,82310,979.74,8723,41928,50.94
COALINDIA,EQ,20-Aug-2025,385.35,386.00,386.85,383.55,385.05,384.70,384.89,4904231,18876.05,63654,3209896,65.45
COCHINSHIP,EQ,20-Aug-2025,1707.40,1715.90,1732.40,1693.00,1716.00,1713.80,1717.46,566398,9727.69,32882,164694,29.08
COFORGE,EQ,20-Aug-2025,1652.70,1642.40,1721.00,1632.70,1704.80,1708.40,1687.03,2185643,36872.35,109204,761281,34.83
COHANCE,EQ,20-Aug-2025,920.40,920.00,920.00,891.95,894.75,894.75,902.35,262824,2371.59,11800,207578,78.98
COLPAL,EQ,20-Aug-2025,2273.50,2270.00,2365.00,2265.40,2362.50,2356.50,2333.51,1013700,23654.78,55727,353470,34.87
CONCOR,EQ,20-Aug-2025,555.00,556.35,560.85,552.55,558.80,557.50,557.74,679269,3788.56,17830,298772,43.98
CONCORDBIO,EQ,20-Aug-2025,1646.80,1648.60,1701.50,1646.70,1696.00,1693.40,1686.55,157951,2663.93,17376,109430,69.28
COROMANDEL,EQ,20-Aug-2025,2382.40,2399.00,2460.00,2362.00,2420.00,2419.20,2419.63,267232,6466.03,30059,117495,43.97
CPPLUS,EQ,20-Aug-2025,1112.50,1124.95,1223.75,1086.15,1223.75,1223.75,1163.86,1604181,18670.48,59094,593586,37.00
CRAFTSMAN,EQ,20-Aug-2025,6876.00,6857.00,6944.50,6780.50,6880.00,6892.00,6856.21,19561,1341.14,4658,5357,27.39
CREDITACC,EQ,20-Aug-2025,1347.90,1344.90,1375.00,1333.00,1370.00,1363.40,1349.08,191543,2584.06,20253,98922,51.64
CRISIL,EQ,20-Aug-2025,5431.00,5409.00,5429.50,5341.50,5345.00,5359.00,5381.22,18636,1002.84,9672,10724,57.54
CROMPTON,EQ,20-Aug-2025,329.50,329.90,330.30,326.10,329.15,328.35,327.30,2274711,7445.05,44121,1518964,66.78
CUB,EQ,20-Aug-2025,212.37,214.98,216.85,212.63,212.99,213.57,214.28,1191955,2554.14,25587,615733,51.66
CUMMINSIND,EQ,20-Aug-2025,3752.00,3756.50,3836.00,3729.50,3820.00,3818.40,3796.20,559993,21258.45,68675,385297,68.80
CYIENT,EQ,20-Aug-2025,1209.20,1213.10,1234.90,1206.10,1233.00,1230.60,1224.46,384273,4705.27,20632,152968,39.81
DABUR,EQ,20-Aug-2025,522.05,522.00,536.40,521.10,534.45,535.00,527.77,12345218,65154.86,85113,8946976,72.47
DALBHARAT,EQ,20-Aug-2025,2346.50,2340.10,2361.30,2332.80,2347.00,2344.40,2344.39,68439,1604.48,9435,33759,49.33
DATAPATTNS,EQ,20-Aug-2025,2541.00,2552.10,2578.50,2505.60,2553.50,2560.30,2543.12,222892,5668.40,20550,110908,49.76
DCMSHRIRAM,EQ,20-Aug-2025,1264.80,1265.00,1277.10,1247.70,1258.20,1266.10,1260.18,48107,606.23,6632,17071,35.49
DEEPAKFERT,EQ,20-Aug-2025,1475.40,1475.80,1498.40,1460.00,1491.10,1491.80,1486.31,165834,2464.80,13811,72339,43.62
DEEPAKNTR,EQ,20-Aug-2025,1813.60,1813.60,1820.80,1809.10,1815.00,1814.70,1814.40,100649,1826.18,6034,71305,70.85
DELHIVERY,EQ,20-Aug-2025,471.70,472.95,477.75,470.00,470.10,471.10,473.05,1943419,9193.26,33139,913548,47.01
DEVYANI,EQ,20-Aug-2025,167.09,166.26,170.25,164.45,170.00,169.65,168.69,3918074,6609.26,40695,1513316,38.62
DIVISLAB,EQ,20-Aug-2025,6079.50,6084.00,6096.00,5952.50,6005.00,6005.00,6004.39,544008,32664.37,61661,361308,66.42
DIXON,EQ,20-Aug-2025,16905.00,16950.00,17090.00,16850.00,16867.00,16876.00,16979.75,228951,38875.31,35356,92487,40.40
DLF,EQ,20-Aug-2025,776.10,775.85,779.70,769.05,770.45,770.50,773.44,1715213,13266.09,41923,787309,45.90
DMART,EQ,20-Aug-2025,4653.20,4651.50,4759.90,4630.10,4727.90,4737.90,4713.25,1269103,59816.00,64683,768709,60.57
DOMS,EQ,20-Aug-2025,2472.20,2471.00,2490.40,2441.30,2490.00,2486.50,2473.45,35766,884.65,5729,14491,40.52
DRREDDY,EQ,20-Aug-2025,1244.20,1244.00,1250.70,1238.00,1246.10,1245.40,1245.90,685379,8539.11,35978,342175,49.92
ECLERX,EQ,20-Aug-2025,4041.20,4060.00,4073.00,3962.00,3986.40,3989.90,4004.04,40684,1629.00,8494,20536,50.48
EICHERMOT,EQ,20-Aug-2025,5938.50,5964.00,5969.50,5905.00,5935.00,5937.50,5931.02,510626,30285.35,70969,368806,72.23
EIDPARRY,EQ,20-Aug-2025,1145.80,1146.80,1159.90,1135.50,1155.10,1155.70,1152.96,98938,1140.71,12945,51017,51.56
