SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,04-Aug-2025,1052.50,1050.00,1062.20,1039.90,1061.00,1052.00,1050.19,572079,6007.94,28305,307120,53.68
3MINDIA,EQ,04-Aug-2025,30905.00,30800.00,30900.00,30350.00,30590.00,30560.00,30697.49,11132,3417.24,2320,8811,79.15
AADHARHFC,EQ,04-Aug-2025,499.50,497.90,505.00,494.70,500.65,500.10,500.59,338255,1693.29,10504,154927,45.80
AARTIIND,EQ,04-Aug-2025,406.35,407.65,409.20,388.05,396.00,395.10,395.31,2620181,10357.95,50106,1018454,38.87
AAVAS,EQ,04-Aug-2025,1679.20,1670.10,1718.00,1657.40,1707.50,1708.10,1680.62,120216,2020.38,18813,52150,43.38
ABB,EQ,04-Aug-2025,5387.50,5310.00,5364.00,5014.50,5100.00,5092.50,5137.21,1957165,100543.59,170223,707749,36.16
ABBOTINDIA,EQ,04-Aug-2025,33595.00,33595.00,34220.00,33235.00,34000.00,33995.00,33822.57,5526,1869.04,2729,2475,44.79
ABCAPITAL,EQ,04-Aug-2025,251.45,251.50,280.95,251.50,279.80,278.45,271.71,31881799,86626.81,133490,10315774,32.36
ABDL,EQ,04-Aug-2025,510.75,513.05,530.85,508.25,529.75,528.90,522.40,674680,3524.56,18095,345481,51.21
ABFRL,EQ,04-Aug-2025,73.78,73.99,76.10,72.68,75.89,75.85,74.68,7841958,5856.62,27764,3592438,45.81
ABLBL,EQ,04-Aug-2025,137.94,138.18,139.74,136.37,137.19,136.82,137.71,1205857,1660.56,26859,749717,62.17
ABREL,EQ,04-Aug-2025,1896.90,1910.50,1944.50,1882.50,1932.90,1935.20,1921.50,97250,1868.66,9773,20702,21.29
ABSLAMC,EQ,04-Aug-2025,834.60,829.00,870.90,827.05,860.00,863.75,860.85,505183,4348.84,26643,330766,65.47
ACC,EQ,04-Aug-2025,1794.60,1815.00,1815.00,1780.00,1789.90,1790.20,1790.36,491663,8802.54,22984,302861,61.60
ACE,EQ,04-Aug-2025,1115.00,1115.00,1123.20,1097.00,1107.00,1105.10,1106.13,89821,993.53,12349,42581,47.41
ACMESOLAR,EQ,04-Aug-2025,276.55,278.00,278.95,273.40,278.50,276.55,275.84,545429,1504.48,12441,219383,40.22
ACUTAAS,EQ,04-Aug-2025,1296.50,1306.00,1330.00,1291.40,1326.00,1324.20,1312.31,315462,4139.85,29208,166352,52.73
ADANIENSOL,EQ,04-Aug-2025,793.05,796.95,803.20,793.05,802.60,799.55,798.33,909667,7262.18,27455,490792,53.95
ADANIENT,EQ,04-Aug-2025,2350.90,2360.00,2374.70,2338.20,2364.70,2363.60,2358.52,576426,13595.15,35680,174046,30.19
ADANIGREEN,EQ,04-Aug-2025,972.60,980.00,997.00,971.65,993.00,989.80,983.29,1280378,12589.84,32733,286071,22.34
ADANIPORTS,EQ,04-Aug-2025,1347.10,1349.80,1397.00,1345.20,1395.00,1388.90,1374.61,1368323,18809.15,60888,530391,38.76
