SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,08-Jun-2026,1073.90,1068.00,1068.90,1047.70,1052.20,1054.90,1058.31,344987,3651.02,22298,147541,42.77
3MINDIA,EQ,08-Jun-2026,31995.00,31800.00,31970.00,31500.00,31600.00,31540.00,31671.11,2108,667.63,1078,966,45.83
AADHARHFC,EQ,08-Jun-2026,468.15,461.00,469.00,455.00,461.90,460.45,462.01,182994,845.45,12095,82973,45.34
AARTIIND,EQ,08-Jun-2026,458.05,452.00,454.95,430.00,430.60,432.55,440.27,782367,3444.53,24022,351347,44.91
AAVAS,EQ,08-Jun-2026,1297.80,1281.00,1290.00,1251.20,1265.00,1259.30,1262.48,183438,2315.87,20106,123539,67.35
ABB,EQ,08-Jun-2026,7167.50,7105.50,7129.50,6893.00,6920.00,6958.00,7035.57,240753,16938.35,32389,105539,43.84
ABBOTINDIA,EQ,08-Jun-2026,26035.00,26035.00,26240.00,25670.00,25750.00,25780.00,25948.49,3868,1003.69,2336,1930,49.90
ABCAPITAL,EQ,08-Jun-2026,357.50,352.00,352.60,341.55,342.55,344.00,347.78,1864575,6484.64,55791,743584,39.88
ABDL,EQ,08-Jun-2026,580.70,575.00,580.10,560.75,565.30,567.65,569.55,174001,991.02,8359,81878,47.06
ABFRL,EQ,08-Jun-2026,60.09,59.00,60.08,58.72,59.15,59.29,59.65,2231030,1330.84,12949,1166314,52.28
ABLBL,EQ,08-Jun-2026,101.55,99.55,100.64,96.98,97.50,97.50,98.70,620009,611.93,8049,264477,42.66
ABREL,EQ,08-Jun-2026,1237.80,1227.90,1237.90,1203.20,1212.00,1215.70,1219.29,105624,1287.86,11282,39435,37.34
ABSLAMC,EQ,08-Jun-2026,1048.80,1033.30,1061.80,1025.10,1049.00,1044.20,1049.12,208088,2183.09,16234,116685,56.07
ACC,EQ,08-Jun-2026,1329.80,1320.00,1335.70,1312.20,1315.00,1319.70,1320.90,211383,2792.15,16810,153647,72.69
ACE,EQ,08-Jun-2026,900.30,880.65,903.10,865.50,881.00,883.95,888.47,241743,2147.82,19914,91715,37.94
ACMESOLAR,EQ,08-Jun-2026,356.65,353.00,364.80,344.80,349.55,352.25,356.58,4004685,14279.82,67570,1323161,33.04
ACUTAAS,EQ,08-Jun-2026,3328.30,3232.00,3444.30,3232.00,3305.00,3316.20,3356.14,757238,25413.93,79121,283178,37.40
ADANIENSOL,EQ,08-Jun-2026,1579.00,1558.90,1614.80,1535.10,1564.40,1570.40,1591.45,6296050,100198.23,152169,1947398,30.93
ADANIENT,EQ,08-Jun-2026,3048.20,3017.70,3039.80,2955.10,2960.20,2970.00,3004.97,1653499,49687.10,61785,403044,24.38
ADANIGREEN,EQ,08-Jun-2026,1525.70,1500.60,1528.10,1480.00,1488.90,1490.50,1508.25,4266093,64343.44,94155,1107850,25.97
ADANIPORTS,EQ,08-Jun-2026,1824.20,1805.60,1832.80,1791.60,1794.60,1805.00,1817.27,2574439,46784.47,103397,1441061,55.98
ADANIPOWER,EQ,08-Jun-2026,232.60,230.97,234.35,224.02,225.00,225.85,230.32,34194584,78757.79,158836,12112945,35.42
AEGISLOG,EQ,08-Jun-2026,770.40,759.00,787.05,750.20,755.00,755.55,773.46,781962,6048.15,26134,260813,33.35
AEGISVOPAK,EQ,08-Jun-2026,190.19,187.01,187.91,182.50,183.50,184.26,184.71,583472,1077.76,11780,300150,51.44
AFCONS,EQ,08-Jun-2026,319.60,318.10,319.60,309.15,311.85,312.20,313.47,214230,671.55,6436,79574,37.14
AFFLE,EQ,08-Jun-2026,1476.10,1461.00,1518.40,1445.00,1492.90,1496.30,1498.53,302154,4527.86,29477,128469,42.52
AIAENG,EQ,08-Jun-2026,4630.70,4602.50,4604.80,4530.00,4545.00,4545.50,4555.35,54753,2494.19,14312,30725,56.12
AIIL,EQ,08-Jun-2026,462.70,456.00,464.55,450.00,451.30,456.60,457.04,162286,741.70,14317,71761,44.22
AJANTPHARM,EQ,08-Jun-2026,2976.50,2945.10,3046.00,2945.00,2970.00,2968.80,2999.30,109539,3285.40,19240,37250,34.01
ALKEM,EQ,08-Jun-2026,5251.50,5250.00,5399.00,5175.50,5370.50,5356.50,5351.42,225217,12052.31,30710,79035,35.09
AMBER,EQ,08-Jun-2026,7822.00,7725.00,7799.50,7605.00,7695.00,7750.00,7707.12,253830,19562.99,25649,85666,33.75
AMBUJACEM,EQ,08-Jun-2026,417.55,415.20,422.75,411.10,411.35,415.30,416.43,3402602,14169.36,42469,1544978,45.41
ANANDRATHI,EQ,08-Jun-2026,1753.30,1747.00,1761.00,1727.10,1754.00,1754.00,1745.24,706263,12326.00,27313,434976,61.59
ANANTRAJ,EQ,08-Jun-2026,570.05,557.00,558.00,531.50,537.00,537.30,548.30,3763712,20636.29,70153,1257950,33.42
ANGELONE,EQ,08-Jun-2026,332.60,325.90,334.90,323.00,323.95,325.70,329.57,3744837,12341.69,37452,1036391,27.68
ANTHEM,EQ,08-Jun-2026,761.50,750.00,788.85,750.00,774.00,773.10,776.93,709109,5509.25,37385,281041,39.63
ANURAS,EQ,08-Jun-2026,1328.20,1318.00,1324.00,1271.90,1296.80,1302.00,1308.50,216171,2828.60,8161,83399,38.58
APARINDS,EQ,08-Jun-2026,13878.00,13335.00,13655.00,13208.00,13238.00,13276.00,13427.97,100393,13480.74,26632,36009,35.87
APLAPOLLO,EQ,08-Jun-2026,1822.60,1810.00,1834.40,1779.20,1812.60,1817.70,1819.16,996223,18122.85,46195,586139,58.84
