SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,07-Jul-2025,1245.40,1244.00,1273.80,1235.10,1240.00,1253.00,1253.47,1067244,13377.58,47851,575783,53.95
3MINDIA,EQ,07-Jul-2025,28945.00,29055.00,29495.00,28950.00,29250.00,29255.00,29264.35,6007,1757.91,2340,2982,49.64
AADHARHFC,EQ,07-Jul-2025,460.25,460.00,462.45,451.20,454.95,455.05,455.74,797672,3635.33,20794,649640,81.44
AARTIIND,EQ,07-Jul-2025,476.55,475.95,478.65,464.80,466.00,466.75,470.52,519829,2445.88,13804,194258,37.37
AAVAS,EQ,07-Jul-2025,1910.00,1908.80,1935.90,1875.60,1885.90,1882.90,1899.68,85994,1633.61,12197,37273,43.34
ABB,EQ,07-Jul-2025,5862.00,5862.00,5862.00,5802.00,5848.00,5844.00,5833.15,89857,5241.49,16503,36887,41.05
ABBOTINDIA,EQ,07-Jul-2025,34735.00,34895.00,35010.00,34300.00,34500.00,34485.00,34678.50,6130,2125.79,3298,2621,42.76
ABCAPITAL,EQ,07-Jul-2025,275.05,275.05,277.70,271.35,275.70,276.25,275.70,3799460,10475.23,29594,2135391,56.20
ABDL,EQ,07-Jul-2025,432.90,436.00,448.00,430.10,434.50,434.50,437.46,634221,2774.47,22874,269080,42.43
ABFRL,EQ,07-Jul-2025,78.33,78.40,78.89,77.73,77.90,78.10,78.21,5513100,4311.92,24839,2165726,39.28
ABLBL,EQ,07-Jul-2025,159.47,160.20,164.80,156.60,163.40,163.47,161.57,3192030,5157.49,13883,1984280,62.16
ABREL,EQ,07-Jul-2025,2301.70,2301.70,2369.40,2263.60,2274.30,2275.80,2318.33,118147,2739.04,15764,36761,31.11
