SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,21-Jan-2026,1129.60,1124.20,1133.90,1088.10,1093.00,1095.30,1104.79,841203,9293.55,31974,308548,36.68
3MINDIA,EQ,21-Jan-2026,33375.00,33435.00,34150.00,33250.00,34000.00,33980.00,33845.21,4292,1452.64,2710,1871,43.59
AADHARHFC,EQ,21-Jan-2026,470.05,466.40,472.00,466.40,470.10,470.80,469.30,458136,2150.04,13383,323214,70.55
AARTIIND,EQ,21-Jan-2026,345.75,342.20,345.75,338.05,340.50,340.00,341.67,627315,2143.37,20530,232333,37.04
AAVAS,EQ,21-Jan-2026,1384.70,1374.00,1407.00,1351.10,1380.00,1388.10,1373.06,398120,5466.44,17373,284156,71.37
ABB,EQ,21-Jan-2026,4691.50,4692.50,4751.50,4637.50,4711.50,4707.50,4694.22,349292,16396.53,39626,182725,52.31
ABBOTINDIA,EQ,21-Jan-2026,27210.00,27260.00,27695.00,26930.00,27695.00,27575.00,27304.87,3881,1059.70,2612,2210,56.94
ABCAPITAL,EQ,21-Jan-2026,355.35,354.60,356.75,343.10,346.00,346.25,348.59,8135875,28361.01,68477,3933191,48.34
ABDL,EQ,21-Jan-2026,439.50,439.50,442.55,429.50,435.00,436.25,436.33,548439,2393.01,20993,235776,42.99
ABFRL,EQ,21-Jan-2026,67.85,67.90,68.23,64.45,64.78,64.72,65.72,14197775,9331.24,56357,5842361,41.15
ABLBL,EQ,21-Jan-2026,113.24,112.00,114.89,110.17,113.90,113.87,112.82,2767489,3122.27,23563,1610378,58.19
ABREL,EQ,21-Jan-2026,1373.10,1385.60,1390.90,1321.00,1330.10,1347.00,1359.61,399544,5432.24,23038,232693,58.24
ABSLAMC,EQ,21-Jan-2026,786.65,784.00,797.90,773.05,777.00,781.95,784.08,217204,1703.05,21472,101009,46.50
ACC,EQ,21-Jan-2026,1696.80,1696.80,1731.70,1673.10,1720.60,1716.70,1699.42,191606,3256.19,14253,80776,42.16
ACE,EQ,21-Jan-2026,804.00,804.00,813.20,787.35,797.00,794.15,799.70,372208,2976.53,26860,147533,39.64
ACMESOLAR,EQ,21-Jan-2026,209.68,208.00,210.26,202.00,206.48,204.19,204.92,779184,1596.71,30286,389120,49.94
ACUTAAS,EQ,21-Jan-2026,1626.50,1621.50,1636.20,1570.00,1607.00,1602.50,1598.77,369594,5908.96,27719,179635,48.60
ADANIENSOL,EQ,21-Jan-2026,885.50,885.00,907.90,876.30,901.10,899.30,897.53,1645912,14772.51,39213,368585,22.39
ADANIENT,EQ,21-Jan-2026,2055.10,2056.50,2068.20,2004.10,2038.00,2032.20,2040.55,1354644,27642.15,54963,340797,25.16
ADANIGREEN,EQ,21-Jan-2026,883.20,885.50,892.60,868.00,885.00,878.70,880.47,2259912,19897.94,46599,561301,24.84
