SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,20-May-2026,1098.40,1090.10,1111.00,1076.00,1109.30,1107.40,1095.01,310456,3399.53,12890,125466,40.41
3MINDIA,EQ,20-May-2026,31810.00,31700.00,31700.00,31000.00,31170.00,31140.00,31239.28,2801,875.01,1705,1406,50.20
AADHARHFC,EQ,20-May-2026,472.70,468.60,486.35,465.80,477.55,479.70,478.51,428454,2050.18,22788,244055,56.96
AARTIIND,EQ,20-May-2026,469.25,465.00,469.45,460.20,465.40,463.35,463.69,327354,1517.90,11550,108627,33.18
AAVAS,EQ,20-May-2026,1336.40,1325.00,1372.80,1319.40,1361.10,1358.20,1346.18,41006,552.01,6322,18141,44.24
ABB,EQ,20-May-2026,6329.00,6260.00,6624.00,6259.50,6600.00,6605.00,6503.99,546490,35543.68,54920,245204,44.87
ABBOTINDIA,EQ,20-May-2026,27795.00,27845.00,27950.00,27320.00,27450.00,27445.00,27625.41,5283,1459.45,2860,2607,49.35
ABCAPITAL,EQ,20-May-2026,351.20,353.00,355.85,342.80,353.10,353.10,348.55,10862203,37859.95,98982,6235154,57.40
ABDL,EQ,20-May-2026,531.50,529.50,534.90,510.65,533.20,532.25,527.49,246431,1299.91,8502,121480,49.30
ABFRL,EQ,20-May-2026,62.46,62.10,63.21,61.67,62.55,62.53,62.55,1882031,1177.17,9823,1048648,55.72
ABLBL,EQ,20-May-2026,103.24,102.33,103.99,100.10,101.55,101.46,101.56,642111,652.11,18817,348119,54.21
ABREL,EQ,20-May-2026,1271.20,1268.00,1285.20,1245.80,1272.00,1279.00,1268.15,112979,1432.74,10110,37636,33.31
ABSLAMC,EQ,20-May-2026,1036.90,1036.00,1036.80,1001.60,1018.00,1021.10,1015.00,202338,2053.72,21130,82042,40.55
ACC,EQ,20-May-2026,1359.30,1353.80,1353.80,1343.00,1352.00,1351.60,1349.82,95705,1291.85,6582,59553,62.23
ACE,EQ,20-May-2026,881.95,873.05,903.85,868.05,899.00,896.85,891.62,211457,1885.38,10915,91818,43.42
ACMESOLAR,EQ,20-May-2026,282.85,282.00,289.30,280.65,281.35,281.65,283.87,1909502,5420.57,38503,938384,49.14
ACUTAAS,EQ,20-May-2026,2886.50,2870.00,2909.80,2849.00,2897.10,2880.60,2872.30,389160,11177.83,39704,200729,51.58
ADANIENSOL,EQ,20-May-2026,1329.50,1319.00,1359.80,1307.50,1355.00,1346.10,1332.48,2786130,37124.65,61691,1444278,51.84
ADANIENT,EQ,20-May-2026,2725.00,2715.00,2720.00,2685.10,2705.50,2704.80,2700.43,1187449,32066.20,48389,199164,16.77
ADANIGREEN,EQ,20-May-2026,1377.80,1360.00,1370.00,1348.10,1368.60,1363.20,1361.62,2669468,36348.07,48823,405746,15.20
ADANIPORTS,EQ,20-May-2026,1762.80,1749.00,1777.80,1744.30,1770.00,1772.60,1765.70,1283223,22657.82,52534,423711,33.02
ADANIPOWER,EQ,20-May-2026,219.09,218.90,220.60,216.19,220.40,220.24,219.01,22506946,49292.33,121080,5250576,23.33
AEGISLOG,EQ,20-May-2026,700.50,700.00,721.00,686.00,714.00,709.95,711.18,571349,4063.32,33807,218307,38.21
AEGISVOPAK,EQ,20-May-2026,199.10,198.50,201.51,195.10,199.00,199.65,199.57,210061,419.22,6716,82350,39.20
AFCONS,EQ,20-May-2026,315.75,310.00,312.00,304.10,305.45,305.40,307.71,657268,2022.47,12344,221055,33.63
AFFLE,EQ,20-May-2026,1457.20,1459.10,1462.00,1423.80,1451.00,1443.90,1438.84,158306,2277.78,21976,76317,48.21
AIAENG,EQ,20-May-2026,4002.60,3982.80,4020.70,3921.10,3970.00,3962.20,3965.89,19072,756.37,7047,11647,61.07
AIIL,EQ,20-May-2026,496.70,499.60,511.65,486.00,506.00,507.85,496.60,936735,4651.83,20605,662179,70.69
AJANTPHARM,EQ,20-May-2026,3248.20,3250.00,3258.00,3182.00,3184.00,3188.80,3202.52,47927,1534.87,10291,22431,46.80
ALKEM,EQ,20-May-2026,5470.00,5437.50,5507.50,5416.50,5440.00,5436.50,5452.25,50467,2751.59,10531,23018,45.61
AMBER,EQ,20-May-2026,7128.50,7089.00,7117.50,6938.00,7066.00,7049.50,7023.95,560508,39369.81,71001,183271,32.70
AMBUJACEM,EQ,20-May-2026,431.70,428.20,431.60,425.15,430.65,430.25,428.46,1976324,8467.74,29219,813098,41.14
ANANDRATHI,EQ,20-May-2026,3566.70,3566.70,3567.50,3480.10,3521.00,3533.70,3505.64,797104,27943.63,19277,431177,54.09
ANANTRAJ,EQ,20-May-2026,482.45,477.00,490.00,472.00,489.00,488.70,483.73,1197705,5793.66,22206,281953,23.54
ANGELONE,EQ,20-May-2026,328.00,326.40,328.55,321.25,325.00,325.00,324.40,6591462,21382.70,56678,1260417,19.12
ANTHEM,EQ,20-May-2026,787.35,801.00,819.65,765.20,779.50,780.50,789.76,2304094,18196.91,104527,1008949,43.79
