SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,11-Jun-2026,1052.00,1041.70,1071.70,1031.30,1063.00,1064.10,1051.32,690962,7264.24,31582,335318,48.53
3MINDIA,EQ,11-Jun-2026,31580.00,31600.00,31985.00,31010.00,31220.00,31165.00,31425.35,1740,546.80,1167,895,51.44
AADHARHFC,EQ,11-Jun-2026,469.85,466.10,468.90,449.80,457.00,453.05,454.45,729979,3317.38,19731,564597,77.34
AARTIIND,EQ,11-Jun-2026,433.65,433.65,433.95,424.00,428.00,427.85,427.43,387454,1656.11,14596,165175,42.63
AAVAS,EQ,11-Jun-2026,1299.60,1293.10,1368.00,1281.00,1360.00,1328.20,1309.49,872894,11430.45,48431,663315,75.99
ABB,EQ,11-Jun-2026,6801.00,6782.00,6815.50,6653.00,6735.50,6719.00,6722.29,262862,17670.35,46101,127738,48.60
ABBOTINDIA,EQ,11-Jun-2026,26455.00,26455.00,26485.00,25960.00,26120.00,26065.00,26226.12,7015,1839.76,4645,3781,53.90
ABCAPITAL,EQ,11-Jun-2026,342.70,342.70,343.65,334.80,338.45,336.60,338.16,1926052,6513.07,29828,825458,42.86
ABDL,EQ,11-Jun-2026,571.70,569.00,612.00,560.00,611.90,608.45,598.83,1306233,7822.07,39122,477516,36.56
ABFRL,EQ,11-Jun-2026,58.76,58.79,59.28,58.10,58.10,58.24,58.66,1680934,986.11,11650,674775,40.14
ABLBL,EQ,11-Jun-2026,97.37,96.91,98.00,95.12,95.55,95.38,95.99,376421,361.31,4794,173722,46.15
ABREL,EQ,11-Jun-2026,1194.30,1184.50,1189.80,1155.00,1178.00,1180.80,1174.68,137626,1616.66,13623,50988,37.05
ABSLAMC,EQ,11-Jun-2026,1110.30,1113.60,1119.70,1060.00,1067.00,1068.60,1084.32,425095,4609.40,43479,198481,46.69
ACC,EQ,11-Jun-2026,1316.20,1313.10,1313.10,1297.00,1307.90,1303.70,1303.79,211581,2758.57,14881,125700,59.41
ACE,EQ,11-Jun-2026,877.80,877.80,904.25,862.00,891.35,891.95,888.95,425521,3782.67,24323,132983,31.25
ACMESOLAR,EQ,11-Jun-2026,336.90,335.50,346.55,333.00,335.00,334.45,337.96,1977508,6683.18,32685,845528,42.76
ACUTAAS,EQ,11-Jun-2026,3207.00,3230.00,3230.00,3070.00,3145.00,3128.10,3132.50,427084,13378.40,36413,194110,45.45
ADANIENSOL,EQ,11-Jun-2026,1535.60,1532.90,1541.50,1460.80,1468.00,1466.70,1499.17,2013886,30191.65,54763,535278,26.58
ADANIENT,EQ,11-Jun-2026,2931.10,2895.10,2966.80,2895.10,2913.40,2908.80,2935.35,1204115,35344.97,51934,245806,20.41
ADANIGREEN,EQ,11-Jun-2026,1483.00,1482.40,1494.70,1450.40,1458.20,1454.50,1471.46,2371420,34894.53,64884,586478,24.73
ADANIPORTS,EQ,11-Jun-2026,1821.20,1814.60,1820.40,1781.70,1792.10,1787.10,1800.60,2229041,40136.03,81285,1127499,50.58
ADANIPOWER,EQ,11-Jun-2026,220.58,219.24,222.34,214.80,216.60,215.51,218.52,30938415,67605.77,137497,8768527,28.34
AEGISLOG,EQ,11-Jun-2026,801.00,805.00,960.00,800.15,942.00,925.90,894.53,40729363,364334.35,699073,2197741,5.40
AEGISVOPAK,EQ,11-Jun-2026,197.85,197.70,210.40,193.41,198.50,199.14,203.38,1403062,2853.48,30663,302768,21.58
AFCONS,EQ,11-Jun-2026,330.05,325.00,325.95,315.00,316.00,316.75,318.79,1388020,4424.91,20960,262905,18.94
AFFLE,EQ,11-Jun-2026,1462.10,1462.00,1464.00,1425.20,1433.00,1436.20,1440.29,140973,2030.42,22576,61212,43.42
AIAENG,EQ,11-Jun-2026,4439.00,4400.00,4463.70,4292.50,4320.00,4318.50,4375.40,63685,2786.47,11246,35817,56.24
AIIL,EQ,11-Jun-2026,465.15,465.15,471.00,455.90,462.00,459.95,462.77,149607,692.33,13857,63877,42.70
AJANTPHARM,EQ,11-Jun-2026,3074.90,3075.40,3158.40,3061.80,3143.00,3143.40,3116.61,192433,5997.39,26712,92615,48.13
ALKEM,EQ,11-Jun-2026,5299.50,5324.00,5334.50,5262.00,5305.00,5301.50,5306.03,120184,6377.00,16472,67688,56.32
AMBER,EQ,11-Jun-2026,7625.00,7550.00,7575.50,7257.00,7292.50,7290.00,7422.55,340216,25252.70,39549,97544,28.67
AMBUJACEM,EQ,11-Jun-2026,409.80,407.55,410.15,404.80,406.50,406.05,407.02,1605560,6534.97,29453,645160,40.18
ANANDRATHI,EQ,11-Jun-2026,1737.50,1731.00,1754.00,1729.20,1750.00,1743.90,1741.43,250526,4362.74,14528,150004,59.88
ANANTRAJ,EQ,11-Jun-2026,519.35,514.00,528.20,510.30,513.80,513.25,517.46,1727954,8941.42,34732,512049,29.63
ANGELONE,EQ,11-Jun-2026,329.85,328.00,334.85,321.65,324.15,323.75,327.96,3670471,12037.82,38340,890059,24.25
ANTHEM,EQ,11-Jun-2026,766.05,760.00,787.00,756.80,780.00,780.05,779.42,343422,2676.71,24196,149787,43.62
