SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,13-Oct-2025,1095.10,1085.00,1104.00,1083.00,1100.00,1101.40,1095.56,651135,7133.55,26695,354605,54.46
3MINDIA,EQ,13-Oct-2025,29590.00,29495.00,29635.00,28845.00,29040.00,28930.00,29174.23,4194,1223.57,2262,2564,61.13
AADHARHFC,EQ,13-Oct-2025,515.50,514.50,518.50,507.05,513.70,513.80,513.21,142852,733.13,8998,68221,47.76
AARTIIND,EQ,13-Oct-2025,378.00,378.05,385.60,377.45,380.80,381.80,382.38,600197,2295.03,16621,235417,39.22
AAVAS,EQ,13-Oct-2025,1631.70,1621.70,1645.00,1613.20,1620.30,1620.40,1624.05,71198,1156.29,10652,43865,61.61
ABB,EQ,13-Oct-2025,5186.00,5160.00,5175.50,5101.00,5130.00,5147.50,5135.71,284296,14600.61,21361,197282,69.39
ABBOTINDIA,EQ,13-Oct-2025,30130.00,30130.00,30130.00,29890.00,29995.00,29995.00,30008.23,4735,1420.89,1977,3043,64.27
ABCAPITAL,EQ,13-Oct-2025,293.35,292.00,300.40,289.90,300.00,299.05,296.45,5572609,16519.72,36572,3080474,55.28
ABDL,EQ,13-Oct-2025,545.05,542.05,552.00,525.65,528.00,528.85,535.97,331057,1774.37,11335,193020,58.30
ABFRL,EQ,13-Oct-2025,83.19,83.44,83.55,81.81,82.15,81.97,82.43,2982730,2458.58,20836,1442213,48.35
ABLBL,EQ,13-Oct-2025,142.82,142.82,142.82,138.80,138.99,139.07,139.95,972163,1360.52,11478,507104,52.16
ABREL,EQ,13-Oct-2025,1627.70,1627.70,1631.70,1600.00,1611.70,1616.30,1615.43,100249,1619.45,9424,50144,50.02
ABSLAMC,EQ,13-Oct-2025,821.40,821.40,884.25,817.55,858.20,857.95,864.69,2413796,20871.79,78429,503737,20.87
ACC,EQ,13-Oct-2025,1885.60,1874.80,1880.00,1862.20,1869.00,1870.10,1870.80,119451,2234.69,8188,64874,54.31
ACE,EQ,13-Oct-2025,1069.00,1066.90,1094.20,1061.00,1077.30,1081.40,1081.90,179378,1940.70,18775,73979,41.24
ACMESOLAR,EQ,13-Oct-2025,285.00,284.00,290.10,282.10,283.90,283.65,284.75,589013,1677.21,13530,200374,34.02
ACUTAAS,EQ,13-Oct-2025,1467.50,1467.50,1518.90,1467.50,1495.00,1498.40,1497.23,585977,8773.44,49271,306890,52.37
ADANIENSOL,EQ,13-Oct-2025,925.85,925.85,942.80,920.85,936.30,937.65,933.83,1291551,12060.85,31721,561625,43.48
ADANIENT,EQ,13-Oct-2025,2550.90,2529.10,2542.10,2504.00,2523.50,2527.40,2523.35,645483,16287.82,28683,110552,17.13
ADANIGREEN,EQ,13-Oct-2025,1064.30,1054.30,1062.40,1043.20,1050.70,1051.30,1051.04,1572244,16524.86,35250,386498,24.58
ADANIPORTS,EQ,13-Oct-2025,1409.40,1400.80,1441.90,1396.00,1439.00,1437.80,1427.88,2245061,32056.79,84743,972588,43.32
ADANIPOWER,EQ,13-Oct-2025,149.70,148.00,155.75,147.52,154.40,154.43,152.84,64933221,99244.28,234908,19510750,30.05
AEGISLOG,EQ,13-Oct-2025,812.50,814.80,820.00,803.55,814.00,811.10,811.51,461017,3741.19,17242,202487,43.92
AEGISVOPAK,EQ,13-Oct-2025,276.70,276.00,278.70,268.60,275.20,276.65,273.46,401220,1097.16,12388,179227,44.67
AFCONS,EQ,13-Oct-2025,463.35,463.35,465.90,460.15,463.00,463.50,463.46,361275,1674.37,14861,158735,43.94
