SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,26-Sep-2025,1022.10,1016.00,1024.20,996.80,998.10,1001.80,1011.50,943039,9538.85,32636,608650,64.54
3MINDIA,EQ,26-Sep-2025,28920.00,28995.00,29265.00,28805.00,29100.00,29150.00,29114.07,2975,866.14,1742,1566,52.64
AADHARHFC,EQ,26-Sep-2025,526.80,525.05,529.45,509.30,513.00,511.85,519.21,733019,3805.93,22424,457757,62.45
AARTIIND,EQ,26-Sep-2025,380.40,380.00,380.05,371.50,374.90,374.60,374.74,501448,1879.13,19244,203035,40.49
AAVAS,EQ,26-Sep-2025,1628.60,1620.00,1620.00,1560.60,1574.50,1574.80,1577.74,100256,1581.78,12673,59998,59.84
ABB,EQ,26-Sep-2025,5200.70,5200.90,5210.00,5121.00,5179.00,5173.40,5160.30,348241,17970.28,24840,214658,61.64
ABBOTINDIA,EQ,26-Sep-2025,30195.00,30195.00,30280.00,29150.00,29750.00,29740.00,29732.22,19046,5662.80,8196,9363,49.16
ABCAPITAL,EQ,26-Sep-2025,286.50,287.20,287.95,277.70,280.25,278.90,282.69,4655764,13161.21,51717,1798004,38.62
ABDL,EQ,26-Sep-2025,523.55,523.55,525.40,509.55,515.45,515.40,516.80,255596,1320.92,11905,136774,53.51
ABFRL,EQ,26-Sep-2025,87.31,87.25,88.80,84.32,84.85,84.90,85.50,5928632,5069.19,34752,2255037,38.04
ABLBL,EQ,26-Sep-2025,135.59,135.70,135.70,131.50,132.00,132.16,132.65,741668,983.82,15187,408388,55.06
ABREL,EQ,26-Sep-2025,1781.30,1785.40,1798.00,1730.10,1738.00,1743.30,1758.74,71299,1253.97,10335,27853,39.07
ABSLAMC,EQ,26-Sep-2025,803.50,803.50,805.00,775.35,777.05,777.50,786.72,366055,2879.82,16562,237032,64.75
ACC,EQ,26-Sep-2025,1851.60,1848.80,1857.10,1816.00,1825.00,1824.40,1836.41,257769,4733.69,18509,181477,70.40
ACE,EQ,26-Sep-2025,1114.00,1108.00,1108.00,1075.50,1082.00,1080.10,1088.45,254756,2772.89,19235,106667,41.87
ACMESOLAR,EQ,26-Sep-2025,280.85,280.45,280.45,265.10,269.40,266.95,270.94,1663430,4506.96,31487,1050762,63.17
ACUTAAS,EQ,26-Sep-2025,1411.10,1402.90,1405.20,1350.00,1350.00,1358.10,1380.87,405895,5604.90,38223,258467,63.68
ADANIENSOL,EQ,26-Sep-2025,894.20,898.00,899.65,875.00,879.00,879.20,885.91,1824641,16164.70,34563,625066,34.26
ADANIENT,EQ,26-Sep-2025,2576.40,2572.80,2605.00,2535.00,2535.60,2543.70,2570.86,1037808,26680.58,46432,169323,16.32
ADANIGREEN,EQ,26-Sep-2025,1079.55,1082.85,1086.80,1040.40,1051.00,1047.40,1062.46,3774879,40106.54,78696,772136,20.45
ADANIPORTS,EQ,26-Sep-2025,1407.20,1407.20,1416.70,1390.30,1391.40,1392.00,1404.25,1899079,26667.77,59555,835717,44.01
ADANIPOWER,EQ,26-Sep-2025,149.00,151.35,152.90,144.70,146.75,146.25,147.02,65042463,95624.19,237800,14017141,21.55
AEGISLOG,EQ,26-Sep-2025,773.90,773.90,776.95,744.15,750.85,748.50,755.82,290684,2197.05,19996,125456,43.16
AEGISVOPAK,EQ,26-Sep-2025,243.32,243.30,246.25,233.45,243.25,243.51,240.03,773260,1856.02,14406,411943,53.27
AFCONS,EQ,26-Sep-2025,443.55,441.00,444.80,435.15,439.00,438.30,438.75,657815,2886.17,18435,436091,66.29
AFFLE,EQ,26-Sep-2025,2062.70,2055.00,2063.60,1985.20,2006.00,2006.40,2010.96,233179,4689.13,32483,108725,46.63
AIAENG,EQ,26-Sep-2025,3099.00,3099.00,3111.30,3056.90,3069.50,3069.90,3070.43,252735,7760.06,8007,239324,94.69
AIIL,EQ,26-Sep-2025,3002.60,3000.00,3038.50,2955.00,2970.00,2965.50,2987.07,92477,2762.35,10293,57137,61.79
AJANTPHARM,EQ,26-Sep-2025,2489.40,2455.00,2472.70,2400.30,2465.10,2465.20,2450.06,120743,2958.27,26549,66637,55.19
ALKEM,EQ,26-Sep-2025,5508.00,5480.00,5492.00,5362.50,5413.50,5433.00,5440.00,181521,9874.74,22834,91290,50.29
AMBER,EQ,26-Sep-2025,8438.50,8375.00,8415.00,8121.00,8144.00,8162.50,8208.60,325955,26756.35,34727,137022,42.04
AMBUJACEM,EQ,26-Sep-2025,579.40,580.75,581.80,564.05,565.35,565.20,569.90,1858418,10591.21,31194,1003828,54.02
ANANDRATHI,EQ,26-Sep-2025,2874.40,2874.60,2924.00,2834.10,2888.00,2866.70,2881.04,95074,2739.12,18080,40556,42.66
ANANTRAJ,EQ,26-Sep-2025,677.80,679.25,702.50,666.20,676.00,679.70,689.08,14805383,102021.04,210468,2037219,13.76
ANGELONE,EQ,26-Sep-2025,2194.90,2190.00,2201.00,2120.00,2144.00,2136.40,2156.13,647903,13969.65,42205,169123,26.10
