SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
360ONE,EQ,14-Jul-2025,1194.00,1191.10,1206.00,1176.40,1188.00,1188.20,1188.41,584814,6950.00,45736,344175,58.85
3MINDIA,EQ,14-Jul-2025,29700.00,29615.00,29850.00,29310.00,29700.00,29690.00,29608.54,2818,834.37,1745,1430,50.75
AADHARHFC,EQ,14-Jul-2025,451.70,455.75,461.05,448.50,459.50,459.95,457.80,717536,3284.89,17994,460727,64.21
AARTIIND,EQ,14-Jul-2025,441.00,439.00,447.90,436.50,443.25,443.30,443.43,777134,3446.05,20125,232401,29.90
AAVAS,EQ,14-Jul-2025,2009.20,1961.10,2013.90,1949.60,1985.50,1988.90,1977.06,212054,4192.44,17819,97055,45.77
ABB,EQ,14-Jul-2025,5756.50,5756.50,5782.50,5577.00,5650.50,5647.50,5656.81,456678,25833.39,53795,284348,62.26
ABBOTINDIA,EQ,14-Jul-2025,34420.00,34330.00,34500.00,34190.00,34340.00,34295.00,34343.29,2513,863.05,1426,1123,44.69
ABCAPITAL,EQ,14-Jul-2025,269.45,268.00,273.15,267.65,271.00,271.50,270.87,2037858,5519.87,19912,840954,41.27
ABDL,EQ,14-Jul-2025,447.25,451.00,491.95,445.05,486.00,486.45,469.87,1955511,9188.28,47155,737856,37.73
ABFRL,EQ,14-Jul-2025,76.85,76.85,77.39,76.06,76.81,76.60,76.76,4710275,3615.50,20543,2332725,49.52
ABLBL,EQ,14-Jul-2025,158.75,160.00,160.37,155.80,155.99,156.46,157.04,2137838,3357.20,29146,1336115,62.50
ABREL,EQ,14-Jul-2025,2200.90,2201.00,2243.00,2190.20,2234.00,2231.60,2218.46,85595,1898.89,12426,37585,43.91
ABSLAMC,EQ,14-Jul-2025,844.30,844.95,854.60,838.00,850.90,850.05,845.73,264256,2234.90,24528,129308,48.93
ACC,EQ,14-Jul-2025,1982.50,1974.00,1987.90,1963.30,1976.00,1977.90,1975.08,236099,4663.15,14492,107185,45.40
ACE,EQ,14-Jul-2025,1196.20,1197.90,1199.00,1176.60,1180.00,1179.80,1182.82,109723,1297.82,9945,62550,57.01
ACMESOLAR,EQ,14-Jul-2025,295.39,295.78,303.52,287.50,290.79,291.47,294.93,3758494,11084.94,50244,1095138,29.14
